Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO;Licença Uso;Especificação Técnica
12881;0;132010902;MOVEIS E UTENSILIOS - PROD;ROUPEIRO EM ACO QUATRO PORTAS SOBREPOSTA;30/11/2016;22954;PORTARIA;0;TORT2007;1165;;;;
12882;0;132010902;MOVEIS E UTENSILIOS - PROD;ROUPEIRO EM ACO QUATRO PORTAS SOBREPOSTA;30/11/2016;22955;PORTARIA;0;TORT2007;1165;;;;
9760;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 2000 BTUS.;30/11/2016;9760;PORTARIA;0;TORT2007;1165;SPRINGER;MAXIFLEX 42MCC22515LS;;
413001;102;135010402;EQUIPAMENTOS - PROD;TALHA BERG STEEL 1 T - 5M;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y311007
103959;0;135010402;EQUIPAMENTOS - PROD;MOTOR 15CV 4P 380/660V;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;MTL12217A01;
104251;0;135010402;EQUIPAMENTOS - PROD;MOTOR ELÉTRICO - AC, POSIÇÃO DE MONTAGEM;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;MTL12217A02;
103543;0;135010402;EQUIPAMENTOS - PROD;MOEGA BALANCA COMPLETA COM FLUIDIZACAO;30/11/2016;109331;SILOS ESTOC.;0;TORT2007;7423;;;MG12202A;
103970;0;135010402;EQUIPAMENTOS - PROD;MOTOVIBRADOR 180 W TRIFASICO;30/11/2016;109331;SILOS ESTOC.;0;TORT2007;7423;;;MV12202A01;
103971;0;135010402;EQUIPAMENTOS - PROD;MOTOVIBRADOR 180 W TRIFASICO;30/11/2016;109331;SILOS ESTOC.;0;TORT2007;7423;;;MV12202A02;
103218;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7  MANGAS - SILO DE 3M3  TAG;30/11/2016;109331;SILOS ESTOC.;0;TORT2007;7423;;;FL12202A01;
104252;0;135010402;EQUIPAMENTOS - PROD;MOTOR ELÉTRICO - AC, POSIÇÃO DE MONTAGEM;30/11/2016;109331;SILOS ESTOC.;0;TORT2007;7423;;;MEX12202A01;
103513;0;135010402;EQUIPAMENTOS - PROD;ROSCA   HELICOIDAL I 9 X 4500 - LISINA;30/11/2016;109332;SILOS ESTOC.;0;TORT2007;7423;;;RO12216A;
101687;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR MAGMA 08 POTENCIA 1:10;30/11/2016;109332;SILOS ESTOC.;0;TORT2007;7423;;;MRO12216A01;
413001;18;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECA COM MOTO REDUTOR 5CV.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y311008
101684;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR MAGMA 08 POTENCIA 1:15;30/11/2016;109325;SILOS ESTOC.;0;TORT2007;7423;;;MEL12214A01;
413001;63;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 1910 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y311008
103330;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA SILO DE 250M3, TAG;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;;;FL12208A01;
413006;20;135010402;EQUIPAMENTOS - PROD;SCRUBBER - EXAUSTOR DE GASES COM NEUTRAL;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;
104250;0;135010402;EQUIPAMENTOS - PROD;MOTOR ELÉTRICO - AC, POSIÇÃO DE MONTAGEM;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;;;MEX12208A01;
103504;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 10 X 1000 - CARBOQU;30/11/2016;109322;SILOS ESTOC.;0;TORT2007;7423;;;RO12216B;
101688;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR MAGMA 08 POTENCIA 1:20;30/11/2016;109322;SILOS ESTOC.;0;TORT2007;7423;;;MRO12216B01;
103118;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR PNEUMATICO - 10J100 - TAG;30/11/2016;109323;SILOS ESTOC.;0;TORT2007;7423;;;TP12219A;
413001;64;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2140 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
103401;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA SILO DE 250M3, TAG;30/11/2016;109324;SILOS ESTOC.;0;TORT2007;7423;;;FL12208B01;
101518;0;135010402;EQUIPAMENTOS - PROD;MOTOR MODELO VA.;30/11/2016;109324;SILOS ESTOC.;0;TORT2007;7423;;;MEX12208B01;
413001;108;135010402;EQUIPAMENTOS - PROD;TALHA BERG-STEEL 1/2 5 - 5M;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
413001;97;135010402;EQUIPAMENTOS - PROD;MOTOR TRIFASICO IP - 21 IV POLOS 1,5 CV.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
103547;0;135010402;EQUIPAMENTOS - PROD;MOEGA BALANCA COMPLETA COM FLUIDIZACAO;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;MG12202B;
9580;0;135010802;MAQUINAS E ACESSORIOS - PROD.;MOTOVIBRADOR ELETRICO 1.5CV MON. C/BASE;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;MV12202B01;
102849;0;135010402;EQUIPAMENTOS - PROD;MOTOVIBRADORES 180 W E 370 W TRIFASICO;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;MV12202B02;
103224;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7  MANGAS - SILO DE 3M3  TAG;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;FL12202B01;
413002;40;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;SISTEMA DE EXAUSTAO POR COIFA COM FILTRO;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
103501;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 10 X 1650 - CARBOQU;30/11/2016;109335;SILOS ESTOC.;0;TORT2007;7423;;;RO12216B;
101689;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR MAGMA 08 POTENCIA 1:20;30/11/2016;109335;SILOS ESTOC.;0;TORT2007;7423;;;MRO12216B01;
413001;19;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECA COM MOTO REDUTOR 5CV.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
104269;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR MAGMA M08 - 1 26 GNW 2 - RED;30/11/2016;109329;SILOS ESTOC.;0;TORT2007;7423;;;MEL12214A01;
413001;67;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2230 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
103333;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA SILO DE 250M3, TAG;30/11/2016;109326;SILOS ESTOC.;0;TORT2007;7423;;;FL12208C01;
103525;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 10 X 3200 - CORINGA;30/11/2016;109330;SILOS ESTOC.;0;TORT2007;7423;;;RO12216D;
104268;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR MAGMA M08 1 20 02 V 2 2 - RE;30/11/2016;109330;SILOS ESTOC.;0;TORT2007;7423;;;MRO12216D01;
103122;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR PNEUMATICO - 10J100 - TAG;30/11/2016;109328;SILOS ESTOC.;0;TORT2007;7423;;;TP12219B;
413001;68;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2230 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
103404;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA SILO DE 420M3, TAG;30/11/2016;109327;SILOS ESTOC.;0;TORT2007;7423;;;FL12208D01;
413001;16;135010402;EQUIPAMENTOS - PROD;CONJUNTO SOPRADOR DE AR CABINADO;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
413001;17;135010402;EQUIPAMENTOS - PROD;CONJUNTO SOPRADOR DE AR CABINADO;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
101614;0;135010402;EQUIPAMENTOS - PROD;BOMBA  DANCOR  2.1 TSR-19-1,5CV TRIF.380;30/11/2016;109344;UTILIDADES;0;TORT2007;7400;;;BO05106A03;
101615;0;135010402;EQUIPAMENTOS - PROD;BOMBA  DANCOR  2.1 TSR-19-1,5CV TRIF.380;30/11/2016;109345;UTILIDADES;0;TORT2007;7400;;;BO05106A04;
413001;4;135010402;EQUIPAMENTOS - PROD;BOMBA CENTRIFUGA P/TRANSFERENCIA EFLUENT;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
704022;0;135010402;EQUIPAMENTOS - PROD;TANQUE DE ACO INOX MARCA ETERNOX;30/11/2016;109338;UTILIDADES;0;TORT2007;7400;;;TQ05106B;
413001;46;135010402;EQUIPAMENTOS - PROD;FILTRO SUBMERSO AERADO MOD. FSA-20 PRE-;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411001
101536;0;135010802;MAQUINAS E ACESSORIOS - PROD.;TALHA ELETRICA MARCA VASTEC TIPO  VAC302;30/11/2016;101536;SILOS ESTOC.;0;TORT2007;7423;;;TL12317A;
103529;0;135010402;EQUIPAMENTOS - PROD;MOEGA BALANCA COMPLETA COM FLUIDIZACAO;30/11/2016;109318;SILOS ESTOC.;0;TORT2007;7423;;;MG12302A;
103331;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR PNEUMATICO - SILO DE 250M3;30/11/2016;109320;SILOS ESTOC.;0;TORT2007;7423;;;TP12319A;
103300;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS PARA MOEGA DA BALANCA;30/11/2016;109319;SILOS ESTOC.;0;TORT2007;7423;;;FL12302A01;
413001;65;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2230 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103131;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 10 MANGAS - SILO DE 20M3  TAG;30/11/2016;109310;SILOS ESTOC.;0;TORT2007;7423;;;FL12308A01;
103334;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR PNEUMATICO - SILO DE 250M3;30/11/2016;109311;SILOS ESTOC.;0;TORT2007;7423;;;TP12319B;
413001;66;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2230 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103134;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 10 MANGAS - SILO DE 20M3  TAG;30/11/2016;109312;SILOS ESTOC.;0;TORT2007;7423;;;FL12308B01;
103408;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR PNEUMATICO - SILO DE 420M3;30/11/2016;109313;SILOS ESTOC.;0;TORT2007;7423;;;TP12319C;
413001;69;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2500 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103410;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA SILO DE 60M3, TAG;30/11/2016;109314;SILOS ESTOC.;0;TORT2007;7423;;;FL12308C01;
103406;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR PNEUMATICO - SILO DE 420M3;30/11/2016;109315;SILOS ESTOC.;0;TORT2007;7423;;;TP12319D;
413001;71;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2540 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103413;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA SILO DE 60M3, TAG;30/11/2016;109314;SILOS ESTOC.;0;TORT2007;7423;;;FL12308D01;
103411;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR PNEUMATICO - SILO DE 60M3;30/11/2016;109317;SILOS ESTOC.;0;TORT2007;7423;;;TP12319E;
413002;0;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;BALANCA PLATAFORMA ELETRONICCA W-300;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
103230;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7  MANGAS - SILO DE 3M3  TAG;30/11/2016;109346;POLIVITAMINI;0;TORT2007;7422;;;FL32112A01;
103527;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 10 X 3200 - CORINGA;30/11/2016;109265;GRAOS;0;TORT2007;7425;;;RO21116A;
103841;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW - KH77/T DRE132S4/RS;30/11/2016;109265;GRAOS;0;TORT2007;7425;;;MRO21116A01;
705013;0;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS;30/11/2016;109272;GRAOS;0;TORT2007;7425;;;EL21114A;
103842;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW - KH77/T DRE132S4/RS;30/11/2016;109272;GRAOS;0;TORT2007;7425;;;MEL21114A01;
103533;0;135010402;EQUIPAMENTOS - PROD;MOEGA BALANCA COMPLETA COM FLUIDIZACAO;30/11/2016;109273;GRAOS;0;TORT2007;7425;;;MG21102A;
103303;0;135010402;EQUIPAMENTOS - PROD;VALVULA  02 VIAS PARA REJEITO - TAG VD30;30/11/2016;109273;GRAOS;0;TORT2007;7425;;;VR21102A01;
413001;47;135010402;EQUIPAMENTOS - PROD;MOINHO A MARTELO EM ACO INOX.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103843;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW - KH77/T DRE132S4/RS;30/11/2016;103843;GRAOS;0;TORT2007;7425;;;MMO21104A01;
103536;0;135010402;EQUIPAMENTOS - PROD;MOEGA BALANCA COMPLETA COM FLUIDIZACAO;30/11/2016;109274;GRAOS;0;TORT2007;7425;;;MG21102B;
103236;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7  MANGAS - SILO DE 3M3  TAG;30/11/2016;109274;GRAOS;0;TORT2007;7425;;;FL21102B01;
103516;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 9 X 2000 - LISINA E;30/11/2016;109275;GRAOS;0;TORT2007;7425;;;RO21116B;
103844;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW - KH77/T DRE132S4/RS;30/11/2016;109275;GRAOS;0;TORT2007;7425;;;MRO21116B01;
705010;0;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS;30/11/2016;109276;GRAOS;0;TORT2007;7425;;;EL21114B;
706936;0;135010402;EQUIPAMENTOS - PROD;MOTOREDUTOR SEW - KHF67 - DRE 112 M4 - 4;30/11/2016;109276;GRAOS;0;TORT2007;7425;;;MEL21114B01;
103540;0;135010402;EQUIPAMENTOS - PROD;MOEGA BALANCA COMPLETA COM FLUIDIZACAO;30/11/2016;109280;GRAOS;0;TORT2007;7425;;;MG21102C;
103562;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA COLETA DE PO SOB TRANSPORTADO;30/11/2016;109281;GRAOS;0;TORT2007;7425;;;MG21102E;
103498;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 9 X 2700 - BICARBON;30/11/2016;103498;GRAOS;0;TORT2007;7425;;;RO21116C;
103510;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 9 X 3000 - OXIDO DE;30/11/2016;103510;GRAOS;0;TORT2007;7425;;;RO21116D;
103507;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 9 X 3000 - OXIDO DE;30/11/2016;103507;GRAOS;0;TORT2007;7425;;;RO21116F;
103495;0;135010402;EQUIPAMENTOS - PROD;ROSCA  HELICOIDAL I 9 X 4500 - BICARBON;30/11/2016;103495;GRAOS;0;TORT2007;7425;;;RO21116G;
413001;172;135010402;EQUIPAMENTOS - PROD;ROSCA 6 AAO INOX;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103967;0;135010402;EQUIPAMENTOS - PROD;REDUTOR KHF67/A;30/11/2016;109284;GRAOS;0;TORT2007;7425;;;MRO21116E01;
413001;56;135010402;EQUIPAMENTOS - PROD;ROSCA DOSADORA TUBULAR C/DIAMETRO DE 6;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103431;1;135010402;EQUIPAMENTOS - PROD;REDUTOR P/ ELEVADOR DE CANECAS.;30/11/2016;109278;GRAOS;0;TORT2007;7425;;;MRO21116H01;
103563;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA COLETA DE PO SOB TRANSPORTADO;30/11/2016;109283;GRAOS;0;TORT2007;7425;;;MG21102D;
103570;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA COLETA DE PO SOB TRANSPORTE;30/11/2016;109282;GRAOS;0;TORT2007;7425;;;MG21102F;
103571;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA COLETA DE PO SOB TRANSPORTE;30/11/2016;109277;GRAOS;0;TORT2007;7425;;;MG21102G;
103431;0;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS - CLORETO DE POTASSI;30/11/2016;109278;GRAOS;0;TORT2007;7425;;;MRO21116H01;
103419;0;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS - MILHO E SOJA - TAG;30/11/2016;109285;GRAOS;0;TORT2007;7425;;;EL21114D;
103337;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA RECEPCAO DE FOSFATO, CAPAC.;30/11/2016;109286;GRAOS;0;TORT2007;7425;;;MG21102H;
103550;0;135010402;EQUIPAMENTOS - PROD;MISTURADOR COM CAPACIDADE DE 3600 LITROS;30/11/2016;109287;GRAOS;0;TORT2007;7425;;;MI21107A;
413001;57;135010402;EQUIPAMENTOS - PROD;ROSCA DOSADORA TUBULAR C/DIAMETRO DE 9;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411004
103425;0;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS - UREIA EXTRUSADA  -;30/11/2016;109289;GRAOS;0;TORT2007;7425;;;EL21114E;
103335;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA RECEPCAO DE FOSFATO, CAPAC.;30/11/2016;109290;GRAOS;0;TORT2007;7425;;;MG21102I;
413001;58;135010402;EQUIPAMENTOS - PROD;ROSCA DOSADORA TUBULAR DE 6 X 2000MM DE;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
413001;169;135010402;EQUIPAMENTOS - PROD;TANQUE AEREO PARA ARMAZENAMENTO;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
102650;0;135010402;EQUIPAMENTOS - PROD;AGITADOR DE PENEIRA ELETROMAGNETICO BIV;30/11/2016;109291;GRAOS;0;TORT2007;7425;;;AG21107A01;
413001;59;135010402;EQUIPAMENTOS - PROD;ROSCA DOSADORA TUBULAR DE 6 X 2000MM DE;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
413001;45;135010402;EQUIPAMENTOS - PROD;EXTRUSORA MOD.E-200AR C/ACIONAMENTO POR;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
413001;20;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS C/CORREIA 6 LARGUA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
413001;62;135010402;EQUIPAMENTOS - PROD;SECADOR MOD.3300 C/02 ESTEIRAS HORIZONTA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103480;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL - I 12 X 2300 - CALCIT;30/11/2016;109296;GRAOS;0;TORT2007;7425;;;RO21116L;
103440;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA RECEPCAO DE OXIDO, LISI.,;30/11/2016;109307;GRAOS;0;TORT2007;7425;;;MG21102N;
103435;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA RECEPCAO DE OXIDO, LISI.,;30/11/2016;109306;GRAOS;0;TORT2007;7425;;;MG21102M;
413001;54;135010402;EQUIPAMENTOS - PROD;RESFRIADOR CONTRA FLUXO PARA RACAO EXTRU;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103477;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL - I 12 X 2300 - CALCIT;30/11/2016;109299;GRAOS;0;TORT2007;7425;;;RO21116M;
103312;0;135010402;EQUIPAMENTOS - PROD;VALVULA  02 VIAS PARA REJEITO - TAG VD30;30/11/2016;109300;GRAOS;0;TORT2007;7425;;;VR21102J01;
413001;21;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS C/CORREIA 6 LARGURA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103423;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA RECEPCAO DE OXIDO, LISI.,;30/11/2016;109302;GRAOS;0;TORT2007;7425;;;MG21102K;
103298;1;135010402;EQUIPAMENTOS - PROD;VALVULA 02 VIAS PARA REJEITO - TAG VD30;30/11/2016;109302;GRAOS;0;TORT2007;7425;;;VR21102K01;
413001;48;135010402;EQUIPAMENTOS - PROD;MOINHO A MARTELO EM ACO INOX.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103429;0;135010402;EQUIPAMENTOS - PROD;MOEGA PARA RECEPCAO DE OXIDO, LISI.,;30/11/2016;109303;GRAOS;0;TORT2007;7425;;;MG21102L;
103242;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7  MANGAS - SILO DE 3M3  TAG;30/11/2016;109303;GRAOS;0;TORT2007;7425;;;FL21102L01;
103492;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL - I 9 X 2700 - LISINA,;30/11/2016;109304;GRAOS;0;TORT2007;7425;;;RO21116N;
413001;22;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS C/CORREIA DE 10 DE;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
413001;23;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS COM CORREIA DE 6 X;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103489;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL - I 9 X 4500 - LISINA,;30/11/2016;109019;SILOS ESTOC.;0;TORT2007;7423;;;RO12116A;
413001;70;135010402;EQUIPAMENTOS - PROD;SILO METALICO COM DIAMETRO DE 2540 x;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103469;0;135010402;EQUIPAMENTOS - PROD;SILO P/ RECEB DE UREIA C/ ROSCA HELICOID;30/11/2016;109016;SILOS ESTOC.;0;TORT2007;7423;;;SI12108B;Y411006
103561;0;135010402;EQUIPAMENTOS - PROD;SILO PARA ALIMENTACAO DAS ENSACADEIRAS,;30/11/2016;109017;SILOS ESTOC.;0;TORT2007;7423;;;SI12108C;
103555;0;135010402;EQUIPAMENTOS - PROD;SILO PARA ALIMENTACAO DAS ENSACADEIRAS,;30/11/2016;109018;SILOS ESTOC.;0;TORT2007;7423;;;SI12108D;
103412;0;135010402;EQUIPAMENTOS - PROD;SILO PARA ARMAZENAGEM DE CALCITA, CAPAC.;30/11/2016;109020;SILOS ESTOC.;0;TORT2007;7423;;;SI12108E;
103486;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL - I 9 X 4500 - PREMIX;30/11/2016;109020;SILOS ESTOC.;0;TORT2007;7423;;;RO12116D;
103483;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL - I 9 X 4500 - PREMIX;30/11/2016;109021;SILOS ESTOC.;0;TORT2007;7423;;;RO12116B;
103279;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL 010x2080mm - CARBOQUEL;30/11/2016;109021;SILOS ESTOC.;0;TORT2007;7423;;;RO12116C;
413001;24;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS DE 6 x 10000MM C/MO;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103551;0;135010402;EQUIPAMENTOS - PROD;MOEGA PULMAO SOB O MISTURADOR, CAPAC.;30/11/2016;109013;GRAOS;0;TORT2007;7425;;;MG21202A;
103282;1;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL 010x2080mm - CARBOQUEL;30/11/2016;109013;GRAOS;0;TORT2007;7425;;;RO21216B;
103285;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL 010x2080mm - CARBOQUEL;30/11/2016;109002;GRAOS;0;TORT2007;7425;;;RO21216B;
413001;25;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS DE 6 X 1000MM C/MOT;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103308;0;135010402;EQUIPAMENTOS - PROD;VALVULA 02 VIAS PARA REJEITO - TAG VD30;30/11/2016;109012;GRAOS;0;TORT2007;7425;;;VR21212A01;
103557;0;135010402;EQUIPAMENTOS - PROD;MOEGA PULMAO SOB O MISTURADOR, CAPAC.;30/11/2016;109010;GRAOS;0;TORT2007;7425;;;MG21202C;
413001;51;135010402;EQUIPAMENTOS - PROD;MOINHO MOD.M-700 C/MOTOR 200HP COM ALIM,;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103051;0;135010402;EQUIPAMENTOS - PROD;SISTEMA DE MISTURA MOEGA (POLIVITAMINICO;30/11/2016;109009;GRAOS;0;TORT2007;7425;;;MG21202D;
103288;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL 010x2080mm - CARBOQUEL;30/11/2016;109008;GRAOS;0;TORT2007;7425;;;RO21216E;
413001;26;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECAS DE 6 x 8000MM C/MO;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y411006
103604;8;135010402;EQUIPAMENTOS - PROD;SISTEMA DE MISTURA MOEGA (POLIVITAMINICO;30/11/2016;109006;GRAOS;0;TORT2007;7425;;;MG21202E;
103004;0;135010402;EQUIPAMENTOS - PROD;COMPRESSOR CHICAGO PNEUMATIC 22-200LA;30/11/2016;109354;UTILIDADES;0;TORT2007;7400;;;CP01113A;
103005;0;135010402;EQUIPAMENTOS - PROD;COMPRESSOR CHICAGO PNEUMATIC 22-200LA;30/11/2016;109355;UTILIDADES;0;TORT2007;7400;;;CP01113B;
