num_bem_pat;num_seq_bem_pat;;CONCILIA«√O;;cod_cta_pat;Custo;Depreci;DescriÁ„o Conta;DescriÁ„o;Data Aquis;Data Calc;Estab;Desc. Estabelecimento;Plaqueta;LocalizaÁ„o;Centro Custo;Un Neg;Data Saldo;Plano CCusto; Valor Imobilizado ; Valor Depreciado ; Valor Amortizado ; Valor Liquido ;Quantidade
3537;0;35370;;35370;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;ARMARIO DE ACO COM 2 PORTAS DIMENSAO 0,9;30/06/1998;30/06/1998;19;Mairinque / SP;3537;MAIRINQUE;1160;0;01/03/2015;TORT2007;258,47;258,47;0;0;1
3538;0;35380;;35380;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;ARMARIO DE ACO COM 2 PORTAS DIMENSAO 1,2;30/06/1998;30/06/1998;19;Mairinque / SP;3538;MAIRINQUE;1160;0;01/04/2015;TORT2007;463,58;463,58;0;0;1
3539;0;35390;;35390;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;ARMARIO DE MADEIRA REVESTIDA EM CEREJEIR;30/06/1998;30/06/1998;19;Mairinque / SP;3539;MAIRINQUE;1160;0;01/03/2015;TORT2007;326,49;326,49;0;0;1
3540;0;35400;;35400;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;MESA EM MADEIRA, REVESTIDO LAMINADO MELA;30/06/1996;30/06/1996;19;Mairinque / SP;3540;MAIRINQUE;1110;0;01/01/2005;TORT2007;248,94;248,94;0;0;1
3541;0;35410;;35410;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3541;MAIRINQUE;1110;0;01/08/2005;TORT2007;153,19;153,19;0;0;1
3542;0;35420;;35420;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;CADEIRA FIXA REVESTIDA EM COURVIM COM ES;30/06/1996;30/06/1996;19;Mairinque / SP;3542;MAIRINQUE;1110;0;01/01/2005;TORT2007;120,79;120,79;0;0;1
3543;0;35430;;35430;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;ARQUIVO DE ACO COM 4 GAVETAS TIPO OFICIO;30/06/1999;30/06/1999;19;Mairinque / SP;3543;MAIRINQUE;1110;0;01/08/2006;TORT2007;132,57;132,57;0;0;1
3545;0;35450;;35450;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;MESA AUXILIAR, COM 1 GAVETA, DIMENSAO  0;30/06/1996;30/06/1996;19;Mairinque / SP;3545;MAIRINQUE;1110;0;01/01/2005;TORT2007;73,65;73,65;0;0;1
3548;0;35480;;35480;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;PIA COM TAMPO EM GRANITO, 1 CUBA, 1 GABI;30/06/1999;30/06/1999;19;Mairinque / SP;3548;MAIRINQUE;1110;0;01/09/2006;TORT2007;519,98;519,98;0;0;1
3549;0;35490;;35490;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;BALANCA PLATAFORMA, FAB. WELMY, CAP. MAX;30/06/1999;30/06/1999;19;Mairinque / SP;3549;MAIRINQUE;1163;0;01/01/2015;TORT2007;1564,33;1564,33;0;0;1
3550;0;35500;;35500;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;CAMA, ESTRUTURA TUBULAR PINTADA, COM EST;30/06/1996;30/06/1996;19;Mairinque / SP;3550;MAIRINQUE;1110;0;01/01/2005;TORT2007;220,95;220,95;0;0;1
3551;0;35510;;35510;132011301;1.3.2.01.13;1.3.2.05.12;MOVEIS E UTENSILIOS -AMBULATORIO;MAQUINA DE ESCREVER MANUAL FABR. OLIVETT;30/06/1986;30/06/1986;19;Mairinque / SP;3551;MAIRINQUE;1110;0;01/11/2002;TORT2007;181,18;181,18;0;0;1
3552;0;35520;;35520;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;RELOGIO DE PONTO DIGITAL COM IDENTIFICAD;30/06/2000;30/06/2000;19;Mairinque / SP;3552;MAIRINQUE;1110;0;01/05/2007;TORT2007;3976,54;3976,54;0;0;1
3560;0;35600;;35600;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SECADOR DE AR, MODELO DFR-400, FABR. FRI;30/06/1995;30/06/1995;19;Mairinque / SP;3560;MAIRINQUE;7220;0;01/01/2011;TORT2007;12925,42;12925,42;0;0;1
3562;0;35620;;35620;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SECADOR DE AR, MODELO DFR-400 FABR. FRIU;30/06/1995;30/06/1995;19;Mairinque / SP;3562;MAIRINQUE;7220;0;01/01/2011;TORT2007;12925,42;12925,42;0;0;1
3563;0;35630;;35630;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SECADOR DE AR, MODELO DFR-400 FABR. FRIU;30/06/1995;30/06/1995;19;Mairinque / SP;3563;MAIRINQUE;7220;0;01/01/2011;TORT2007;12925,42;12925,42;0;0;1
3566;0;35660;;35660;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA EM MADEIRA, REVESTIDO LAMINADO MELA;30/06/1996;30/06/1996;19;Mairinque / SP;3566;MAIRINQUE;1160;0;01/03/2015;TORT2007;895,76;895,76;0;0;1
3567;0;35670;;35670;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;BEBEDOURO IBBL TIPO RESERVATORIO PLASTIC;30/06/2000;30/06/2000;19;Mairinque / SP;3567;MAIRINQUE;1160;0;01/05/2015;TORT2007;281,49;281,49;0;0;1
3568;0;35680;;35680;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3568;MAIRINQUE;1160;0;01/03/2015;TORT2007;217,66;217,66;0;0;1
3569;0;35690;;35690;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3569;MAIRINQUE;1160;0;01/03/2015;TORT2007;217,66;217,66;0;0;1
3573;0;35730;;35730;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;GERADOR DE ILUMINACAO DE EMERGENCIA, FAB;30/06/1999;30/06/1999;19;Mairinque / SP;3573;MAIRINQUE;7223;0;01/03/2015;TORT2007;357,56;357,56;0;0;1
3577;0;35770;;35770;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;APARELHO RADIO TRANSCEPTOR, FABR. MOTORO;30/06/1999;30/06/1999;19;Mairinque / SP;3577;MAIRINQUE;1160;0;01/05/2015;TORT2007;808,91;808,91;0;0;1
3578;0;35780;;35780;132010502;1.3.2.01.05;1.3.2.05.04;EQUIPAMENTOS C.P.D. - PROD;NOBREAK, FABR. TREE, MODELO  POWER 1000.;30/06/1997;30/06/1997;19;Mairinque / SP;3578;MAIRINQUE;7223;0;02/01/2006;TORT2007;2048,8;2048,8;0;0;1
3579;1;35791;;35791;132010501;1.3.2.01.05;1.3.2.05.04;EQUIPAMENTOS C.P.D. - ADM;RACK PORTA HUB, EM ACO ACO  C/ 01 PORTA;30/06/2000;30/06/2000;19;Mairinque / SP;3576;MAIRINQUE;1120;0;01/10/2009;TORT2007;640,24;640,24;0;0;1
3583;0;35830;;35830;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;MESA EM CEREJEIRA, ESTRUTURA CROMADA, CO;30/06/1995;30/06/1995;19;Mairinque / SP;3583;MAIRINQUE;1110;0;01/08/2004;TORT2007;213,47;213,47;0;0;1
3584;0;35840;;35840;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;MESA DE MADEIRA REVESTIDO EM LAMINADO ME;30/06/1997;30/06/1997;19;Mairinque / SP;3584;MAIRINQUE;1110;0;01/09/2005;TORT2007;209,29;209,29;0;0;1
3586;0;35860;;35860;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3586;MAIRINQUE;1110;0;01/09/2005;TORT2007;217,66;217,66;0;0;1
3587;0;35870;;35870;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;CADEIRA FIXA DE PLASTICO COM ESTRUTURA P;30/06/1997;30/06/1997;19;Mairinque / SP;3587;MAIRINQUE;1110;0;01/07/2005;TORT2007;15,69;15,69;0;0;1
3588;0;35880;;35880;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;ARQUIVO DE ACO COM 4 GAVETAS  TIPO OFICI;30/06/1999;30/06/1999;19;Mairinque / SP;3588;MAIRINQUE;1110;0;01/10/2006;TORT2007;188,36;188,36;0;0;1
3592;0;35920;;35920;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;ARMARIO DE MADEIRA REVESTIDO LAMINADO ME;30/06/2000;30/06/2000;19;Mairinque / SP;3592;MAIRINQUE;1110;0;01/05/2007;TORT2007;843,44;843,44;0;0;1
3593;0;35930;;35930;132010901;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - ADM;APARELHO RADIO TRANSCEPTOR, FABR. MOTORO;30/06/1999;30/06/1999;19;Mairinque / SP;3593;MAIRINQUE;1110;0;01/11/2006;TORT2007;808,91;808,91;0;0;1
3594;0;35940;;35940;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA EM MADEIRA, REVESTIDO IMBUIA, ESTRU;30/06/2000;30/06/2000;19;Mairinque / SP;3594;MAIRINQUE;7231;0;01/05/2007;TORT2007;322,3;322,3;0;0;1
3595;0;35950;;35950;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA EM MADEIRA, REVESTIDO IMBUIA, ESTRU;30/06/2000;30/06/2000;19;Mairinque / SP;3595;MAIRINQUE;7231;0;01/05/2007;TORT2007;322,3;322,3;0;0;1
3596;0;35960;;35960;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;GAVETEIRO EM MADEIRA, REVESTIDO IMBUIA,;30/06/2000;30/06/2000;19;Mairinque / SP;3596;MAIRINQUE;7231;0;01/05/2007;TORT2007;200,92;200,92;0;0;1
3597;0;35970;;35970;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3597;MAIRINQUE;7231;0;02/01/2006;TORT2007;251,15;251,15;0;0;1
3598;0;35980;;35980;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3598;MAIRINQUE;7231;0;02/01/2006;TORT2007;251,15;251,15;0;0;1
3599;0;35990;;35990;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3599;MAIRINQUE;7231;0;02/01/2006;TORT2007;217,66;217,66;0;0;1
3600;0;36000;;36000;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA FIXA DE MADEIRA COM ASSENTO E EN;30/06/1998;30/06/1998;19;Mairinque / SP;3600;MAIRINQUE;7231;0;01/04/2006;TORT2007;238,59;238,59;0;0;1
3601;0;36010;;36010;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA EM MADEIRA, REVESTIDO CEREJEIRA, CO;30/06/1997;30/06/1997;19;Mairinque / SP;3601;MAIRINQUE;7231;0;02/01/2006;TORT2007;615,31;615,31;0;0;1
3602;0;36020;;36020;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;ARMARIO EM MADEIRA, REVESTIDO LAMINADO M;30/06/1998;30/06/1998;19;Mairinque / SP;3602;MAIRINQUE;7231;0;01/04/2006;TORT2007;3011,71;3011,71;0;0;1
3603;0;36030;;36030;132010502;1.3.2.01.05;1.3.2.05.04;EQUIPAMENTOS C.P.D. - PROD;CPU FINELINE, COM PROCESSADOR PENTIUM, P;30/06/1999;30/06/1999;19;Mairinque / SP;3603;INVENTARI.MQ;7231;0;01/05/2006;TORT2007;2848,93;2848,93;0;0;1
3605;0;36050;;36050;132010502;1.3.2.01.05;1.3.2.05.04;EQUIPAMENTOS C.P.D. - PROD;IMPRESSORA, FABR. EPSON, MODELO  FX-2180;30/06/1997;30/06/1997;19;Mairinque / SP;3605;INVENTARI.MQ;7231;0;02/01/2006;TORT2007;808,73;808,73;0;0;1
3606;0;36060;;36060;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;APARELHO DE FAC-SIMILE SHARP, MODELO UX-;30/06/1998;30/06/1998;19;Mairinque / SP;3606;MAIRINQUE;7231;0;01/04/2006;TORT2007;470,9;470,9;0;0;1
3607;0;36070;;36070;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;APARELHO RADIO TRANSCEPTOR, FABR. MOTORO;30/06/1999;30/06/1999;19;Mairinque / SP;3607;MAIRINQUE;7231;0;01/11/2006;TORT2007;808,91;808,91;0;0;1
3608;0;36080;;36080;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;APARELHO RADIO TRANSCEPTOR, FABR. MOTORO;30/06/1999;30/06/1999;19;Mairinque / SP;3608;MAIRINQUE;7231;0;01/11/2006;TORT2007;808,91;808,91;0;0;1
3610;0;36100;;36100;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA EM MADEIRA, REVESTIDO CEREJEIRA, ES;30/06/1997;30/06/1997;19;Mairinque / SP;3610;MAIRINQUE;1160;0;01/03/2015;TORT2007;322,3;322,3;0;0;1
3611;0;36110;;36110;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA EM MADEIRA, REVESTIDO CEREJEIRA, ES;30/06/1997;30/06/1997;19;Mairinque / SP;3611;MAIRINQUE;1160;0;01/03/2015;TORT2007;385,09;385,09;0;0;1
3614;0;36140;;36140;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SECADOR DE AR COMPRIMIDO FABRICACAO BARL;30/06/1995;30/06/1995;19;Mairinque / SP;3614;MAIRINQUE;7224;0;01/01/2011;TORT2007;12925,42;12925,42;0;0;1
3615;0;36150;;36150;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SECADOR DE AR COMPRIMIDO FABRICACAO CHIC;30/06/1995;30/06/1995;19;Mairinque / SP;3615;MAIRINQUE;7224;0;01/01/2011;TORT2007;10771,18;10771,18;0;0;1
3617;0;36170;;36170;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;RESFRIADOR LIQUIDO FABR.FARGON, MODELO T;30/06/1996;30/06/1996;19;Mairinque / SP;3617;MAIRINQUE;7224;0;01/01/2011;TORT2007;9832,97;9832,97;0;0;1
3621;0;36210;;36210;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;BOMBA CILINDRICA, MODELO KSB COM ACIONAM;30/06/1997;30/06/1997;19;Mairinque / SP;3621;MAIRINQUE;7224;0;01/01/2011;TORT2007;1315,83;1315,83;0;0;1
3629;2;36292;;36292;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;CONJUNTO DE ARADO RASPADOR EM MATERIAL A;21/03/2006;21/03/2006;19;Mairinque / SP;3629;MAIRINQUE;7224;0;01/08/2016;TORT2007;35000;25255,13;0;9744,87;1
3630;0;36300;;36300;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE MISTURADOR DE MATERIAL CILINDRO V;30/06/1998;30/06/1998;19;Mairinque / SP;3630;MAIRINQUE;7224;0;01/01/2011;TORT2007;57446,31;57446,31;0;0;1
3631;0;36310;;36310;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE MISTURADOR DE MATERIAL CILINDRO V;30/06/1998;30/06/1998;19;Mairinque / SP;3631;MAIRINQUE;7224;0;01/01/2011;TORT2007;57446,31;57446,31;0;0;1
3632;0;36320;;36320;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANGUE DE AR MATERIAL ACO CARBONO CILIND;30/06/1995;30/06/1995;19;Mairinque / SP;3632;MAIRINQUE;7224;0;01/01/2011;TORT2007;12853,61;12853,61;0;0;1
3633;0;36330;;36330;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;BALANCA PLATAFORMA FRIZIOLI CAP 100KG. D;30/06/1997;30/06/1997;19;Mairinque / SP;3633;MAIRINQUE;7224;0;01/01/2011;TORT2007;1519,64;1519,64;0;0;1
3634;0;36340;;36340;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE ACIDO FOSFORICO  01  MATERIAL FIB;30/06/1994;30/06/1994;19;Mairinque / SP;3634;MAIRINQUE;7224;0;01/01/2011;TORT2007;4308,47;4308,47;0;0;1
3635;0;36350;;36350;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE ACIDO FOSFORICO  02  MATERIAL FIB;30/06/1994;30/06/1994;19;Mairinque / SP;3635;MAIRINQUE;7224;0;01/01/2011;TORT2007;4308,47;4308,47;0;0;1
3636;0;36360;;36360;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE ACIDO FOSFORICO  03  MATERIAL FIB;30/06/1994;30/06/1994;19;Mairinque / SP;3636;MAIRINQUE;7224;0;01/01/2011;TORT2007;4308,47;4308,47;0;0;1
3637;0;36370;;36370;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE ACIDO FOSFORICO  04  MATERIAL FIB;30/06/1994;30/06/1994;19;Mairinque / SP;3637;MAIRINQUE;7224;0;01/01/2011;TORT2007;4308,47;4308,47;0;0;1
3638;0;36380;;36380;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TORRE RESFRIAMENTO DE AGUA FABR.IND.CARA;30/06/1997;30/06/1997;19;Mairinque / SP;3638;MAIRINQUE;7224;0;01/01/2011;TORT2007;20129,9;20129,9;0;0;1
3639;0;36390;;36390;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE ACIDO FOSFORICO  05  MATERIAL FIB;30/06/1994;30/06/1994;19;Mairinque / SP;3639;MAIRINQUE;7224;0;01/01/2011;TORT2007;4308,47;4308,47;0;0;1
3640;0;36400;;36400;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;BOMBA CILINDRICA MAPI CONEXAO 2,0 X 2,0;30/06/1996;30/06/1996;19;Mairinque / SP;3640;MAIRINQUE;7224;0;01/01/2011;TORT2007;1672,5;1672,5;0;0;1
3641;0;36410;;36410;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;BOMBA CILINDRICA, FABR.JACUZZI, MODELO 3;30/06/1997;30/06/1997;19;Mairinque / SP;3641;MAIRINQUE;7224;0;01/01/2011;TORT2007;956,92;956,92;0;0;1
3671;0;36710;;36710;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ELEVADOR CANECAS MATERIAL ACO CARBONO FA;30/06/1995;30/06/1995;19;Mairinque / SP;3671;MAIRINQUE;7224;0;01/01/2011;TORT2007;9047,79;9047,79;0;0;1
3686;0;36860;;36860;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;EVAPORADOR  FOSFATO MATERIAL ACO CARBOBO;30/06/1998;30/06/1998;19;Mairinque / SP;3686;MAIRINQUE;7224;0;01/01/2011;TORT2007;670,43;670,43;0;0;1
3701;1;37011;;37011;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;CONJ. ARADO EM ASTM P/REATOR DE FOSFATO;09/09/2004;09/09/2004;19;Mairinque / SP;3701;MAIRINQUE;7224;0;01/08/2016;TORT2007;14463,75;12156,47;0;2307,28;1
3705;1;37051;;37051;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;CONJ.DE ARADO RASPADOR P/REATOR FOSFATO;16/10/2003;16/10/2003;19;Mairinque / SP;3705;MAIRINQUE;7225;0;01/08/2016;TORT2007;15645;14068,66;0;1576,34;1
3711;0;37110;;37110;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;CARRINHO HIDRAULICO CAPACIDADE  2 TONELA;30/06/1998;30/06/1998;19;Mairinque / SP;3711;MAIRINQUE;7224;0;01/01/2011;TORT2007;312,86;312,86;0;0;1
3717;0;37170;;37170;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ELEVADOR CANECAS MATERIAL ACO CARBONO FA;30/06/1995;30/06/1995;19;Mairinque / SP;3717;MAIRINQUE;7224;0;01/01/2011;TORT2007;9047,79;9047,79;0;0;1
3719;0;37190;;37190;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE DE TRANSPORTE MIST. MATERIAL ACO;30/06/1995;30/06/1995;19;Mairinque / SP;3719;MAIRINQUE;7224;0;01/01/2011;TORT2007;20321,63;20321,63;0;0;1
3739;0;37390;;37390;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;TANQUE PNEUMATICO FABR.GARUS MOD. 10J-20;30/06/1999;30/06/1999;19;Mairinque / SP;3739;MAIRINQUE;7224;0;01/08/2016;TORT2007;6534,51;6475,9;0;58,61;1
3760;0;37600;;37600;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;BALANCA PLATAFORMA, FABR. ALFA MOD 3102;30/06/1997;30/06/1997;19;Mairinque / SP;3760;MAIRINQUE;7224;0;01/01/2011;TORT2007;1407,9;1407,9;0;0;1
3762;0;37620;;37620;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA DE MADEIRA PARA IMPRESSORA COM TAMP;30/06/1996;30/06/1996;19;Mairinque / SP;3762;MAIRINQUE;1160;0;01/04/2015;TORT2007;87,9;87,9;0;0;1
3763;0;37630;;37630;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA FIXA DE PLASTICO COM ESTRUTURA P;30/06/1997;30/06/1997;19;Mairinque / SP;3763;MAIRINQUE;1160;0;01/03/2015;TORT2007;15,69;15,69;0;0;1
3764;0;37640;;37640;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA FIXA DE PLASTICO COM ESTRUTURA P;30/06/1997;30/06/1997;19;Mairinque / SP;3764;MAIRINQUE;1160;0;01/03/2015;TORT2007;15,69;15,69;0;0;1
3765;0;37650;;37650;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA FIXA DE PLASTICO COM ESTRUTURA P;30/06/1997;30/06/1997;19;Mairinque / SP;3765;MAIRINQUE;1160;0;01/03/2015;TORT2007;15,69;15,69;0;0;1
3766;0;37660;;37660;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA DE MADEIRA REVESTIDA LAMINADO  MELA;30/06/2000;30/06/2000;19;Mairinque / SP;3766;MAIRINQUE;1160;0;01/05/2015;TORT2007;715,77;715,77;0;0;1
3768;0;37680;;37680;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3768;MAIRINQUE;1160;0;01/03/2015;TORT2007;217,66;217,66;0;0;1
3769;0;37690;;37690;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3769;MAIRINQUE;1160;0;01/03/2015;TORT2007;217,66;217,66;0;0;1
3770;0;37700;;37700;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA DE MADEIRA REVESTIDA LAMINADO  MELA;30/06/2000;30/06/2000;19;Mairinque / SP;3770;MAIRINQUE;1160;0;01/05/2015;TORT2007;568,22;568,22;0;0;1
3771;0;37710;;37710;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;ARQUIVO DE ACO COM 4 GAVETAS DIMENSAO 0,;30/06/1999;30/06/1999;19;Mairinque / SP;3771;MAIRINQUE;1160;0;01/05/2015;TORT2007;188,36;188,36;0;0;1
3772;0;37720;;37720;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3772;MAIRINQUE;1160;0;01/03/2015;TORT2007;251,15;251,15;0;0;1
3773;0;37730;;37730;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA DE MADEIRA REVESTIDA LAMINADO  MELA;30/06/2000;30/06/2000;19;Mairinque / SP;3773;MAIRINQUE;1160;0;01/05/2015;TORT2007;638,34;638,34;0;0;1
3778;0;37780;;37780;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;MESA DE MADEIRA REVESTIDA LAMINADO  MELA;30/06/2000;30/06/2000;19;Mairinque / SP;3778;MAIRINQUE;1160;0;01/05/2015;TORT2007;819,37;819,37;0;0;1
3779;0;37790;;37790;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA GIRATORIA COM RODIZIOS REVESTIDA;30/06/1997;30/06/1997;19;Mairinque / SP;3779;MAIRINQUE;1160;0;01/03/2015;TORT2007;217,66;217,66;0;0;1
3780;0;37800;;37800;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;CADEIRA FIXA DE PLASTICO COM ESTRUTURA P;30/06/1997;30/06/1997;19;Mairinque / SP;3780;MAIRINQUE;1160;0;01/03/2015;TORT2007;15,69;15,69;0;0;1
3781;0;37810;;37810;132010502;1.3.2.01.05;1.3.2.05.04;EQUIPAMENTOS C.P.D. - PROD;HUB, FABR. 3COM, MODELO OFFICE CONNECT H;30/06/1996;30/06/1996;19;Mairinque / SP;3781;INVENTARI.MQ;7224;0;02/01/2006;TORT2007;673,94;673,94;0;0;1
